image_path,emotion_class,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S060_002_00000026.png,happiness,0.52747488,0.367017329,0.064581148,0.253271878,0.932771564,0,0.503201485,0.859818101,1,0.988284707,0.734443665,0.117383659,0.153082475,1,0.157399222,0.012549582,0.999956965,0.577125907,0.040793374,0.123429492
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S061_002_00000015.png,happiness,0.444969326,0.197724879,0.073091336,0.275913268,0.922335267,1,0.391473383,0.543644547,1,0.973921597,0.828583717,0.157323137,0.375242442,1,0.136150777,0.20269236,0.99200505,0.17162399,0.188808009,0.301825374
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S062_004_00000024.png,happiness,0.375579476,0.253578484,0.034762852,0.285971671,0.924898148,1,0.272263765,0.411212891,0,0.984111071,0.744994879,0.072673231,0.404455274,0,0.167616338,0.487716347,0.967911482,0.258810341,0.04594481,0.153976306
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S063_002_00000023.png,happiness,0.409547061,0.312108874,0.168861106,0.265258402,0.919942319,1,0.513892055,0.514492393,0,0.968198478,0.899654865,0.123070337,0.479520947,0,0.195120007,0.331409931,0.080818534,0.118508004,0.039260227,0.397488117
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S064_003_00000025.png,happiness,0.174736559,0.108568482,0.207405612,0.360864162,0.901548743,0,0.568240166,0.993956685,1,0.984409153,0.778720915,0.281540275,0.227637902,1,0.270345747,0.020421457,0.999984145,0.685795188,0.027315635,0.029333131
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S065_004_00000028.png,happiness,0.232799783,0.285831213,0.061156821,0.273706913,0.919478059,1,0.435936213,0.521938801,0,0.973235667,0.497474909,0.306789786,0.265462577,1,0.183419749,0.029868061,0.999592602,0.325355947,0.034697026,0.062506817
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S066_003_00000012.png,happiness,0.283243239,0.094840355,0.114802606,0.24151808,0.91611284,0,0.284640402,0.679098368,0,0.950618207,0.752644181,0.432820648,0.31532672,1,0.307504952,0.08940915,0.99793148,0.13042751,0.174987093,0.144922271
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S067_005_00000022.png,happiness,0.409430623,0.32601732,0.169412449,0.277701676,0.891347349,1,0.315349579,0.347063094,1,0.970187724,0.79991591,0.249698669,0.359173268,1,0.180541873,0.058100797,0.985113621,0.536131442,0.033861704,0.035718758
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S068_002_00000015.png,happiness,0.388341069,0.374615192,0.333465785,0.242829233,0.916424274,0,0.525963187,0.911200762,1,0.972958505,0.6789608,0.136262923,0.414115161,1,0.10000287,0.283209711,0.998963237,0.284432411,0.014579598,0.377838552
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S069_004_00000017.png,happiness,0.577381849,0.472075552,0.153099507,0.232916504,0.941840827,1,0.317679256,0.883930087,0,0.952830553,0.833412766,0.255430907,0.35230431,1,0.315500289,0.076205358,0.99928087,0.524864256,0.037322827,0.517231464
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S070_003_00000017.png,happiness,0.353653342,0.28563568,0.13918151,0.272104532,0.926985085,0,0.603571355,0.570649624,1,0.969101548,0.864112079,0.080077581,0.410435379,1,0.23779881,0.289463967,0.999553621,0.281505615,0.123303942,0.746432483
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S071_005_00000021.png,happiness,0.200862586,0.287897617,0.083368763,0.234065607,0.923029661,1,0.452125192,0.503626287,1,0.9480021,0.611708045,0.205621198,0.451228946,0,0.138816625,0.28124401,0.98900336,0.111235961,0.067575976,0.295599729
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S072_006_00000022.png,happiness,0.250624418,0.196648583,0.146645933,0.269520998,0.951705873,1,0.346477062,0.663023591,1,0.967682242,0.881331623,0.161528185,0.281980932,1,0.319220871,0.036409583,0.999525309,0.462282211,0.017733691,0.123480901
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S074_005_00000043.png,happiness,0.302270085,0.266038716,0.173009828,0.254914641,0.903150976,1,0.659772933,0.590163529,1,0.984079778,0.826077402,0.074089348,0.321266472,1,0.247433692,0.092166789,0.999329448,0.338715911,0.016766354,0.361275584
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S075_006_00000025.png,happiness,0.199351907,0.163911,0.235020548,0.246728554,0.95338732,0,0.520422518,0.926546395,1,0.991670251,0.768950582,0.050179265,0.199733824,1,0.162716404,0.007305914,0.999961972,0.539955556,0.02079037,0.398575723
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S076_006_00000019.png,happiness,0.401653469,0.179906607,0.240617245,0.276499629,0.845441878,1,0.617375374,0.911509693,1,0.975711107,0.765755475,0.26029253,0.368195713,1,0.14200075,0.174574152,0.999037385,0.216732919,0.25719142,0.334275603
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S078_004_00000027.png,happiness,0.300566971,0.104401186,0.234170079,0.239843205,0.90383178,1,0.416154593,0.675638318,0,0.915303171,0.755501628,0.201932833,0.589932084,0,0.446624756,0.421424747,0.73607105,0.329579681,0.024013657,0.047549624
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S079_004_00000026.png,happiness,0.294779062,0.373318255,0.281579733,0.228613093,0.921763241,1,0.709149539,0.988634348,1,0.968474805,0.766375124,0.223614156,0.456995726,1,0.327469766,0.090396494,0.998180032,0.159027278,0.097520307,0.194575652
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S083_003_00000019.png,happiness,0.211293623,0.266342759,0.061741013,0.223118871,0.944864154,0,0.563759506,0.126534462,0,0.960287988,0.909408152,0.020721346,0.131041631,1,0.124885485,0.010214515,0.999966979,0.701507092,0.047240838,0.776608706
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S085_002_00000014.png,happiness,0.279402465,0.262550235,0.286673695,0.241466224,0.945291758,1,0.76559037,0.748602986,0,0.985914826,0.856517494,0.030811952,0.349500537,1,0.097994111,0.18410942,0.999874115,0.277771235,0.050739437,0.735407352
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S086_002_00000015.png,happiness,0.286349267,0.229174897,0.296189427,0.252864599,0.918565154,0,0.467869163,0.872551143,1,0.981296599,0.767588377,0.094854943,0.277032614,1,0.118214726,0.061200745,0.999964476,0.552098095,0.032960828,0.166685313
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S087_005_00000012.png,happiness,0.302030176,0.558636546,0.195706844,0.232318819,0.929058671,1,0.602397084,0.965411723,0,0.972691238,0.689854801,0.054087769,0.42949608,1,0.178436771,0.156879097,0.999811828,0.239291176,0.031067586,0.690262139
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S089_002_00000021.png,happiness,0.328466564,0.315807372,0.0870222,0.220255643,0.95613575,0,0.473189771,0.930557489,0,0.988786638,0.833307564,0.031315397,0.12412709,1,0.136576667,0.01009345,0.999922037,0.625639021,0.022230163,0.339334637
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S091_003_00000021.png,happiness,0.216206029,0.148218855,0.083250768,0.297082663,0.796560884,1,0.280461758,0.896271825,1,0.974230528,0.809991896,0.30107078,0.540983677,0,0.181070849,0.127413109,0.996831834,0.331274599,0.042868111,0.071673647
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S092_004_00000024.png,happiness,0.372275531,0.152561083,0.191308945,0.239230454,0.924104035,1,0.477395684,0.990121007,0,0.986818671,0.797842205,0.083720088,0.198984563,1,0.189523622,0.055969354,0.999269426,0.6163553,0.115406215,0.216135681
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S093_004_00000016.png,happiness,0.534027398,0.193092659,0.229049042,0.221494123,0.927180052,1,0.342918277,0.832363546,1,0.983051896,0.706854105,0.07260941,0.326505363,1,0.120431349,0.040744349,0.999850869,0.353944153,0.021973459,0.71174562
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S094_004_00000012.png,happiness,0.493027359,0.324663252,0.091509096,0.346585751,0.943173289,1,0.60579282,0.774997354,1,0.98127389,0.54645443,0.121274605,0.309763908,1,0.20228076,0.008654817,0.999882102,0.722048104,0.034939516,0.110154718
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S095_007_00000021.png,happiness,0.373896658,0.102281235,0.059277833,0.252744734,0.928564608,1,0.3847633,0.30763644,0,0.971211493,0.769214988,0.162766635,0.250015497,1,0.351030737,0.010300262,0.99936825,0.670033753,0.146584317,0.07091362
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S096_004_00000011.png,happiness,0.351231128,0.214402661,0.085981511,0.227353364,0.923169851,0,0.496779352,0.935666978,1,0.948367894,0.839993596,0.083905704,0.354021579,1,0.181865647,0.041604429,0.999677062,0.418550521,0.022643104,0.467131734
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S097_006_00000019.png,happiness,0.254032165,0.126170516,0.076445699,0.330274045,0.91872865,1,0.336466074,0.987049878,1,0.983746827,0.715198338,0.126179427,0.180776685,1,0.116482019,0.02198559,0.999806941,0.646071911,0.023106577,0.019526394
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S098_004_00000015.png,happiness,0.474956632,0.395578742,0.169051513,0.258173257,0.925301254,1,0.611909568,0.84690094,1,0.973462999,0.897263527,0.066790983,0.327668756,1,0.407167017,0.45204246,0.993965089,0.395074368,0.114171207,0.858468056
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S099_004_00000015.png,happiness,0.337631315,0.141018033,0.188215822,0.216287255,0.901437521,0,0.469029099,0.935890973,0,0.97528708,0.622814357,0.35648033,0.322397232,1,0.296128869,0.018537205,0.9999156,0.438036889,0.035535868,0.081067726
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S100_006_00000016.png,happiness,0.30314225,0.290474683,0.442736775,0.245043486,0.926460028,1,0.67664206,0.843797684,1,0.98318392,0.774067461,0.249726117,0.361965805,1,0.154291883,0.266592711,0.9994784,0.575162888,0.047129083,0.44405508
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S106_006_00000011.png,happiness,0.238361269,0.227528602,0.366257817,0.220208719,0.937133253,1,0.525250018,0.450659782,1,0.967120171,0.705397248,0.274268985,0.343247354,1,0.116730362,0.042333003,0.995330989,0.227792054,0.012254578,0.232878372
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S108_008_00000013.png,happiness,0.517257392,0.604456127,0.251632124,0.253961146,0.942590952,0,0.461354822,0.581945658,1,0.961410344,0.780548155,0.162060231,0.405959368,1,0.208569407,0.030982194,0.999007523,0.468623191,0.011215164,0.160879791
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S109_006_00000015.png,happiness,0.244879618,0.251236081,0.10680826,0.286743879,0.929813981,0,0.301186085,0.82989502,0,0.974316537,0.681376874,0.205643415,0.197572127,1,0.161420822,0.016187275,0.999945521,0.298710912,0.052967478,0.151397616
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S114_006_00000023.png,happiness,0.292630255,0.144447744,0.244996741,0.222467437,0.954280674,1,0.525969267,0.9363783,1,0.985477388,0.803782821,0.062243778,0.185547099,1,0.106542915,0.026182152,0.999237657,0.475202233,0.025983188,0.360548079
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S115_008_00000017.png,happiness,0.218180284,0.167537257,0.139177963,0.233373791,0.948288679,1,0.654400706,0.749226153,1,0.983474672,0.836319029,0.069773756,0.270523816,1,0.249569148,0.032092329,0.999929428,0.780070126,0.022141209,0.36919117
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S116_007_00000017.png,happiness,0.360515654,0.180727407,0.225162014,0.230542734,0.951395452,1,0.555924237,0.963792503,0,0.984597266,0.800327718,0.115283288,0.316231221,1,0.139957353,0.106481083,0.999709904,0.467541337,0.054950126,0.386649698
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S124_007_00000024.png,happiness,0.515240371,0.447349399,0.145625353,0.234144866,0.943588555,1,0.561517,0.990744889,0,0.9733935,0.780959785,0.299506873,0.336031526,1,0.218449667,0.055722632,0.999883294,0.635336876,0.021127123,0.395595819
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S125_005_00000013.png,happiness,0.322881579,0.376328558,0.247484937,0.262412339,0.917514741,1,0.770994842,0.987114549,0,0.980350494,0.804179072,0.103310496,0.362048179,1,0.158444375,0.146365255,0.999559104,0.265125543,0.022044556,0.763026655
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S127_004_00000016.png,happiness,0.583359659,0.308114797,0.178947538,0.255364776,0.95174253,1,0.52433449,0.880765975,0,0.980421722,0.68318969,0.202735662,0.178014889,1,0.203632295,0.025293894,0.999763191,0.714943767,0.004478863,0.071187429
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S128_011_00000016.png,happiness,0.761754632,0.548618078,0.185324535,0.296006143,0.921693265,1,0.427333772,0.949948549,1,0.980049253,0.842657208,0.241255999,0.372332901,1,0.292143971,0.086096041,0.999025941,0.852821648,0.157983646,0.095500916
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S129_012_00000011.png,happiness,0.319995135,0.454020202,0.182220355,0.247696191,0.870049894,1,0.378894806,0.012476933,1,0.956625164,0.68557173,0.304506212,0.478314131,0,0.163469732,0.502765417,0.55124104,0.299805611,0.036658838,0.089093275
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S130_013_00000015.png,happiness,0.358903706,0.268278211,0.083274797,0.275295258,0.915725231,1,0.319752157,0.950882673,1,0.973677456,0.846831918,0.138335586,0.271237522,1,0.330001503,0.022439171,0.996112525,0.523779988,0.063784868,0.056501623
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S131_006_00000022.png,happiness,0.248828143,0.327041745,0.141103789,0.237376094,0.943004072,1,0.635818005,0.130380318,1,0.952536821,0.842870951,0.225356624,0.446158707,1,0.142099708,0.065878294,0.999547184,0.395906717,0.014107776,0.320558816
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S132_006_00000023.png,happiness,0.322450399,0.355407238,0.401844025,0.226813838,0.949826121,1,0.717101395,0.962102354,1,0.977231503,0.832563877,0.086696021,0.386040866,1,0.182986289,0.090301737,0.999764383,0.490853965,0.006499745,0.574934721
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S133_010_00000014.png,happiness,0.455997676,0.478013337,0.17390132,0.246971324,0.930018187,1,0.508069575,0.136063188,1,0.972913146,0.869188428,0.060920976,0.378410429,0,0.242791742,0.398917854,0.999533296,0.62493962,0.285670429,0.314620942
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S134_004_00000015.png,happiness,0.395014077,0.405924231,0.435869426,0.260250509,0.924772739,1,0.742857456,0.949574411,0,0.984311998,0.787777066,0.133399948,0.431203544,1,0.109380051,0.401421547,0.99874866,0.250112057,0.137137055,0.638007522
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S135_012_00000020.png,happiness,0.180618644,0.099065065,0.066333458,0.316482514,0.936572552,1,0.500303745,0.067335717,0,0.982246518,0.577414989,0.038260769,0.409154892,1,0.191540107,0.187046155,0.999761164,0.540204704,0.335262984,0.057820465
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S136_006_00000020.png,happiness,0.535038948,0.436326623,0.110782057,0.277653217,0.855656803,1,0.249927476,0.82997936,1,0.94501406,0.686217427,0.392949909,0.449502558,1,0.149210885,0.046422638,0.999350607,0.272676647,0.044699691,0.051768646
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S137_011_00000020.png,happiness,0.415022939,0.347958028,0.473736256,0.264876515,0.924092412,1,0.711857736,0.048689138,1,0.916633666,0.815004408,0.19301708,0.415056705,0,0.199914575,0.210300088,0.999457419,0.191920489,0.13934961,0.311557829
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /happiness/S138_005_00000016.png,happiness,0.332680345,0.440728605,0.091784865,0.231245294,0.937989414,1,0.627090573,0.720087528,0,0.983602166,0.841160893,0.061847754,0.555378795,1,0.27869302,0.335825145,0.999716699,0.298215091,0.049237657,0.430676401
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S011_002_00000022.png,sadness,0.538890958,0.117560454,0.544641018,0.367113084,0.056594923,0,0.12166243,0.005543996,0,0.01241772,0.178318769,0.433479369,0.55361104,0,0.678778887,0.405824006,0.008389394,0.13388443,0.506054819,0.024282265
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S014_002_00000016.png,sadness,0.764690399,0.174480289,0.790219784,0.359989762,0.080914631,0,0.181302533,0.000653724,0,0.025307899,0.193299726,0.792185009,0.585407495,0,0.390337318,0.523201644,0.001145082,0.114720888,0.327892929,0.02631313
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S026_002_00000016.png,sadness,0.758977115,0.387078285,0.365547329,0.356423259,0.094287798,0,0.107849255,0.006552527,1,0.027299687,0.242085129,0.619383872,0.672081411,0,0.190105289,0.521588504,0.04677448,0.065416761,0.292919755,0.050557334
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S042_002_00000016.png,sadness,0.303639144,0.174014717,0.5903427,0.368287742,0.106625006,0,0.091034643,0.00265901,1,0.027117236,0.136027113,0.180396244,0.677164495,0,0.328689843,0.412324816,0.001220268,0.035671227,0.289485723,0.078744866
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S046_001_00000025.png,sadness,0.550206602,0.382417172,0.166140988,0.389421493,0.090740174,0,0.088140309,0.001001677,0,0.048903711,0.12562938,0.56327498,0.480526954,0,0.10843645,0.454164058,0.009451581,0.056826964,0.037391804,0.049351659
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S064_004_00000014.png,sadness,0.506315053,0.176091507,0.267771363,0.374573261,0.058989707,0,0.105867662,0.00658531,0,0.016957967,0.234963059,0.475394726,0.525369883,0,0.327442706,0.53625381,0.266594142,0.249639168,0.264465481,0.083097257
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S066_004_00000010.png,sadness,0.348287582,0.165926546,0.250321537,0.426365823,0.103812471,0,0.081051119,0.002788836,1,0.041191854,0.169700727,0.404105961,0.671803474,0,0.261092424,0.367468506,0.001043649,0.062115971,0.359589905,0.032770094
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S071_002_00000020.png,sadness,0.401004642,0.158679143,0.842585385,0.356597662,0.085516743,0,0.123324029,0.001348925,1,0.0180206,0.12569809,0.602854311,0.606590629,0,0.200691551,0.585541844,0.003270213,0.081135102,0.179391429,0.025454791
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S080_005_00000013.png,sadness,0.390388817,0.224392638,0.499767542,0.378161699,0.085849494,0,0.115023665,0.003017947,1,0.013485385,0.134996966,0.3033894,0.45924139,0,0.280054361,0.618100166,0.76155746,0.111958019,0.327883631,0.076722503
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S081_002_00000024.png,sadness,0.65973717,0.30767101,0.316066504,0.365496367,0.096809998,0,0.115729876,0.005595396,0,0.043912373,0.177002579,0.275164485,0.535366893,0,0.289594978,0.317676902,0.03844779,0.062647976,0.093920976,0.034904767
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S093_001_00000020.png,sadness,0.785861611,0.135085568,0.885693908,0.25380227,0.177351356,1,0.388302237,0.076318473,0,0.035259977,0.097927324,0.760739386,0.602726042,0,0.354728848,0.470411837,0.1024663,0.105809405,0.112262212,0.855617702
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S095_010_00000014.png,sadness,0.471415609,0.180892482,0.391773462,0.415572405,0.18724376,0,0.135389313,0.01399634,1,0.076915987,0.092578664,0.584847689,0.655737996,0,0.460635751,0.359658152,0.013302215,0.064416908,0.615438461,0.044986136
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S106_002_00000016.png,sadness,0.517834783,0.232959017,0.540494084,0.553077698,0.071982473,0,0.105490573,0.001484839,1,0.014309847,0.238851443,0.661920249,0.457295179,0,0.20416227,0.457881153,0.00607519,0.091478519,0.108044483,0.021849269
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S108_005_00000022.png,sadness,0.648529589,0.224254787,0.746022999,0.451803267,0.065980144,0,0.109739468,0.042087827,1,0.014195362,0.387532234,0.634656966,0.510088921,0,0.247078106,0.501953304,0.013913667,0.057806965,0.073686436,0.02013169
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S113_003_00000015.png,sadness,0.859046221,0.345594078,0.507786453,0.367758185,0.104402706,0,0.111927934,0.013580578,0,0.015669031,0.154513568,0.637141049,0.592763662,0,0.283853322,0.504787982,0.032988861,0.059519351,0.062874682,0.049842551
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S115_004_00000017.png,sadness,0.464918286,0.242561013,0.152263388,0.536417186,0.114510089,0,0.095817015,0.004213837,0,0.02694956,0.155501679,0.441850901,0.615478516,0,0.165710539,0.241390735,0.593944073,0.222436622,0.15097183,0.027505407
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S125_001_00000014.png,sadness,0.551256657,0.192971647,0.863294959,0.242959768,0.231820226,1,0.612984657,0.019007955,0,0.126961529,0.460254222,0.719265163,0.646209478,0,0.481504411,0.670935273,0.033738676,0.147782534,0.029640272,0.74798435
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S130_009_00000019.png,sadness,0.843796074,0.120874733,0.477131426,0.350111514,0.092529364,0,0.084274963,0.003865513,0,0.025300778,0.185999736,0.185020983,0.404901981,0,0.188739344,0.186063424,0.329354882,0.053716056,0.242965549,0.029540164
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S131_003_00000024.png,sadness,0.356721252,0.13100411,0.865953088,0.371758699,0.086658068,1,0.206828266,0.005948751,1,0.013628314,0.088566266,0.743543386,0.479896277,0,0.477072507,0.386003643,0.075505689,0.173648536,0.280662805,0.102609083
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S132_002_00000018.png,sadness,0.356593907,0.160137534,0.762790263,0.392035514,0.266709208,0,0.342674345,0.002009211,1,0.097072907,0.16630666,0.256185234,0.681905031,0,0.252448529,0.38002637,0.078819185,0.108671434,0.007332684,0.053602014
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S136_003_00000014.png,sadness,0.663169622,0.340804875,0.345294625,0.59602803,0.065643407,0,0.090068504,0.001221277,1,0.018628085,0.062236596,0.546067894,0.603444755,0,0.194925353,0.538995028,0.00110648,0.06509424,0.448604345,0.053333517
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S137_005_00000027.png,sadness,0.767621398,0.145386383,0.884184837,0.381918252,0.122211412,0,0.243997589,0.002780856,0,0.027467269,0.178531393,0.278016806,0.449979305,0,0.334497631,0.271662474,0.267353505,0.106938399,0.235847875,0.074576028
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S138_007_00000011.png,sadness,0.893247604,0.54583323,0.623178482,0.637293398,0.089057647,0,0.072199628,0.001416868,0,0.01693205,0.133208483,0.190773532,0.497774422,0,0.375485718,0.248977512,0.158115119,0.176104769,0.387763977,0.082237907
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S501_006_00000041.png,sadness,0.578009665,0.240752652,0.817678571,0.459542483,0.098861992,0,0.124228708,0.032910671,1,0.027586184,0.092915423,0.654558659,0.589063048,0,0.30338943,0.531091809,0.076843143,0.158092648,0.115017079,0.047767531
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S503_006_00000020.png,sadness,0.248991728,0.131704628,0.895701408,0.344166487,0.141054392,0,0.300944418,0.003134328,0,0.02805548,0.149558768,0.443965346,0.49244085,0,0.229836613,0.449668258,0.002195388,0.078681901,0.393094569,0.108411849
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S504_006_00000018.png,sadness,0.710004866,0.344413161,0.18031393,0.382635474,0.163802266,0,0.15761818,0.005493467,1,0.090923056,0.147042215,0.159182832,0.437251717,0,0.230165243,0.253019094,0.002682468,0.131853551,0.272061735,0.104145549
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S505_006_00000019.png,sadness,0.515825033,0.149226427,0.568523526,0.343040258,0.056763086,0,0.104291208,0.000337603,1,0.020247085,0.134142056,0.304828674,0.536627948,0,0.25358361,0.463684082,0.008634915,0.06840495,0.150418982,0.038774166
/content/drive/MyDrive/Colab Notebooks/Shared 15 with main/SEM 7/PJT 1 /sadness/S506_006_00000042.png,sadness,0.862676978,0.446970403,0.621533871,0.41376096,0.07803414,0,0.131712869,0.002439884,0,0.02687243,0.067413017,0.460440993,0.57070446,1,0.179204524,0.411650091,0.019601101,0.165493727,0.035693664,0.119539067
